Row	loc_80	loc_125	loc_144	loc_145	loc_146	loc_147	loc_148	loc_149	loc_150	loc_151	loc_152	loc_153	loc_154	loc_155	loc_156	loc_157	loc_193	loc_196	loc_198	loc_199	loc_200	loc_201	loc_202	loc_203	loc_204	loc_205	loc_206	loc_207	loc_208	loc_209	loc_215	loc_216	loc_217	loc_218	loc_219
loc_80	2.67602151118388	0.8656349198982	0.695579702140819	0.661634211842458	0.661634211842458	0.661634211842458	0.395365265417613	0.369756957894934	0.0446949736334607	0.00716198204848841	0.00716198204848841	0.00716198204848841	1.06343998747332	1.06343998747332	0.944041559298657	1.21885733705467	1.74950333620939	1.60959362411949	1.74950333620939	1.60959362411949	1.60959362411949	0.427701899122605	1.60959362411949	1.49967767743781	1.51895942048367	1.51895942048367	1.51895942048367	1.42346495150878	1.49967767743781	1.45374328654561	0.572157204541565	0.427701899122605	0.427701899122605	0.427701899122605	1.96743758481337
loc_125	0.8656349198982	1.279379096486	0.695579702140819	0.661634211842458	0.661634211842458	0.661634211842458	0.395365265417613	0.369756957894934	0.0446949736334607	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.8656349198982	0.8656349198982	0.8656349198982	0.8656349198982	0.8656349198982	0.8656349198982	0.8656349198982	0.8656349198982	0.8656349198982	0.427701899122605	0.8656349198982	0.8656349198982	0.8656349198982	0.8656349198982	0.8656349198982	0.8656349198982	0.8656349198982	0.8656349198982	0.572157204541565	0.427701899122605	0.427701899122605	0.427701899122605	0.8656349198982
loc_144	0.695579702140819	0.695579702140819	1.35210483641626	0.661634211842458	0.661634211842458	0.661634211842458	0.395365265417613	0.369756957894934	0.0446949736334607	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.695579702140819	0.695579702140819	0.695579702140819	0.695579702140819	0.695579702140819	0.695579702140819	0.695579702140819	0.695579702140819	0.695579702140819	0.427701899122605	0.695579702140819	0.695579702140819	0.695579702140819	0.695579702140819	0.695579702140819	0.695579702140819	0.695579702140819	0.695579702140819	0.572157204541565	0.427701899122605	0.427701899122605	0.427701899122605	0.695579702140819
loc_145	0.661634211842458	0.661634211842458	0.661634211842458	0.764677276549062	0.742856746751676	0.742856746751676	0.395365265417613	0.369756957894934	0.0446949736334607	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.427701899122605	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.572157204541565	0.427701899122605	0.427701899122605	0.427701899122605	0.661634211842458
loc_146	0.661634211842458	0.661634211842458	0.661634211842458	0.742856746751676	0.753507255736184	0.751040679156362	0.395365265417613	0.369756957894934	0.0446949736334607	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.427701899122605	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.572157204541565	0.427701899122605	0.427701899122605	0.427701899122605	0.661634211842458
loc_147	0.661634211842458	0.661634211842458	0.661634211842458	0.742856746751676	0.751040679156362	0.752412235501891	0.395365265417613	0.369756957894934	0.0446949736334607	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.427701899122605	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.661634211842458	0.572157204541565	0.427701899122605	0.427701899122605	0.427701899122605	0.661634211842458
loc_148	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.422949477863666	0.369756957894934	0.0446949736334607	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613	0.395365265417613
loc_149	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.396879163418491	0.0446949736334607	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934	0.369756957894934
loc_150	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0598359790056478	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607	0.0446949736334607
loc_151	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.0559893574005631	0.0387550606025351	0.0387550606025351	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841
loc_152	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.0387550606025351	0.15744879739781	0.0908942409149523	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841	0.00716198204848841
