Row	loc_44	loc_45	loc_46	loc_47	loc_48	loc_49	loc_50	loc_51	loc_53	loc_54	loc_55	loc_56	loc_57	loc_58	loc_59	loc_60	loc_61	loc_62	loc_63	loc_64	loc_65	loc_66	loc_67	loc_68	loc_69	loc_70	loc_71	loc_72	loc_73	loc_74	loc_195
loc_44	1.33335721398702	1.26505874449498	1.26505874449498	1.26505874449498	1.26505874449498	1.26505874449498	1.26505874449498	1.28510052837651	0.0229379605044458	1.26505874449498	0.7354396795778	1.1279501968553	1.1279501968553	0.608042538102823	0.00349745668275784	0.50693134608394	0.0229379605044458	1.1279501968553	1.16933522807414	1.16933522807414	0.608042538102823	0.50693134608394	1.26505874449498	0.421969255345604	0.0229379605044458	0.50693134608394	0.7354396795778	1.26505874449498	0.0229379605044458	1.26505874449498	1.28510052837651
loc_45	1.26505874449498	1.99028338835326	1.95961999301521	1.98381395761531	1.93154521014684	1.86498026907007	1.7956949960477	1.26505874449498	0.0229379605044458	1.40271746031778	0.7354396795778	1.1279501968553	1.1279501968553	0.608042538102823	0.00349745668275784	0.50693134608394	0.0229379605044458	1.1279501968553	1.16933522807414	1.16933522807414	0.608042538102823	0.50693134608394	1.88814471628397	0.421969255345604	0.0229379605044458	0.50693134608394	0.7354396795778	1.35376905113919	0.0229379605044458	1.35376905113919	1.26505874449498
loc_46	1.26505874449498	1.95961999301521	1.96839794877499	1.95961999301521	1.93154521014684	1.86498026907007	1.7956949960477	1.26505874449498	0.0229379605044458	1.40271746031778	0.7354396795778	1.1279501968553	1.1279501968553	0.608042538102823	0.00349745668275784	0.50693134608394	0.0229379605044458	1.1279501968553	1.16933522807414	1.16933522807414	0.608042538102823	0.50693134608394	1.88814471628397	0.421969255345604	0.0229379605044458	0.50693134608394	0.7354396795778	1.35376905113919	0.0229379605044458	1.35376905113919	1.26505874449498
loc_47	1.26505874449498	1.98381395761531	1.95961999301521	2.04881402553321	1.93154521014684	1.86498026907007	1.7956949960477	1.26505874449498	0.0229379605044458	1.40271746031778	0.7354396795778	1.1279501968553	1.1279501968553	0.608042538102823	0.00349745668275784	0.50693134608394	0.0229379605044458	1.1279501968553	1.16933522807414	1.16933522807414	0.608042538102823	0.50693134608394	1.88814471628397	0.421969255345604	0.0229379605044458	0.50693134608394	0.7354396795778	1.35376905113919	0.0229379605044458	1.35376905113919	1.26505874449498
loc_48	1.26505874449498	1.93154521014684	1.93154521014684	1.93154521014684	1.96226870162001	1.86498026907007	1.7956949960477	1.26505874449498	0.0229379605044458	1.40271746031778	0.7354396795778	1.1279501968553	1.1279501968553	0.608042538102823	0.00349745668275784	0.50693134608394	0.0229379605044458	1.1279501968553	1.16933522807414	1.16933522807414	0.608042538102823	0.50693134608394	1.88814471628397	0.421969255345604	0.0229379605044458	0.50693134608394	0.7354396795778	1.35376905113919	0.0229379605044458	1.35376905113919	1.26505874449498
loc_49	1.26505874449498	1.86498026907007	1.86498026907007	1.86498026907007	1.86498026907007	1.87607274520084	1.7956949960477	1.26505874449498	0.0229379605044458	1.40271746031778	0.7354396795778	1.1279501968553	1.1279501968553	0.608042538102823	0.00349745668275784	0.50693134608394	0.0229379605044458	1.1279501968553	1.16933522807414	1.16933522807414	0.608042538102823	0.50693134608394	1.86498026907007	0.421969255345604	0.0229379605044458	0.50693134608394	0.7354396795778	1.35376905113919	0.0229379605044458	1.35376905113919	1.26505874449498
loc_50	1.26505874449498	1.7956949960477	1.7956949960477	1.7956949960477	1.7956949960477	1.7956949960477	1.8137684207246	1.26505874449498	0.0229379605044458	1.40271746031778	0.7354396795778	1.1279501968553	1.1279501968553	0.608042538102823	0.00349745668275784	0.50693134608394	0.0229379605044458	1.1279501968553	1.16933522807414	1.16933522807414	0.608042538102823	0.50693134608394	1.7956949960477	0.421969255345604	0.0229379605044458	0.50693134608394	0.7354396795778	1.35376905113919	0.0229379605044458	1.35376905113919	1.26505874449498
loc_51	1.28510052837651	1.26505874449498	1.26505874449498	1.26505874449498	1.26505874449498	1.26505874449498	1.26505874449498	1.32618238917683	0.0229379605044458	1.26505874449498	0.7354396795778	1.1279501968553	1.1279501968553	0.608042538102823	0.00349745668275784	0.50693134608394	0.0229379605044458	1.1279501968553	1.16933522807414	1.16933522807414	0.608042538102823	0.50693134608394	1.26505874449498	0.421969255345604	0.0229379605044458	0.50693134608394	0.7354396795778	1.26505874449498	0.0229379605044458	1.26505874449498	1.30554273499843
loc_53	0.0229379605044458	0.0229379605044458	0.0229379605044458	0.0229379605044458	0.0229379605044458	0.0229379605044458	0.0229379605044458	0.0229379605044458	0.364811535946821	0.0229379605044458	0.0229379605044458	0.0229379605044458	0.0229379605044458	0.0229379605044458	0.00349745668275784	0.0229379605044458	0.155933127085733	0.0229379605044458	0.0229379605044458	0.0229379605044458	0.0229379605044458	0.0229379605044458	0.0229379605044458	0.0229379605044458	0.360319489815213	0.0229379605044458	0.0229379605044458	0.0229379605044458	0.327398478571774	0.0229379605044458	0.0229379605044458
loc_54	1.26505874449498	1.40271746031778	1.40271746031778	1.40271746031778	1.40271746031778	1.40271746031778	1.40271746031778	1.26505874449498	0.0229379605044458	1.43713830358944	0.7354396795778	1.1279501968553	1.1279501968553	0.608042538102823	0.00349745668275784	0.50693134608394	0.0229379605044458	1.1279501968553	1.16933522807414	1.16933522807414	0.608042538102823	0.50693134608394	1.40271746031778	0.421969255345604	0.0229379605044458	0.50693134608394	0.7354396795778	1.35376905113919	0.0229379605044458	1.35376905113919	1.26505874449498
loc_55	0.7354396795778	0.7354396795778	0.7354396795778	0.7354396795778	0.7354396795778	0.7354396795778	0.7354396795778	0.7354396795778	0.0229379605044458	0.7354396795778	0.911838304154027	0.7354396795778	0.7354396795778	0.608042538102823	0.00349745668275784	0.50693134608394	0.0229379605044458	0.7354396795778	0.7354396795778	0.7354396795778	0.608042538102823	0.50693134608394	0.7354396795778	0.421969255345604	0.0229379605044458	0.50693134608394	0.802993481468658	0.7354396795778	0.0229379605044458	0.7354396795778	0.7354396795778
loc_56	1.1279501968553	1.1279501968553	1.1279501968553	1.1279501968553	1.1279501968553	1.1279501968553	1.1279501968553	1.1279501968553	0.0229379605044458	1.1279501968553	0.7354396795778	1.24212367247292	1.20044056251467	0.608042538102823	0.00349745668275784	0.50693134608394	0.0229379605044458	1.2047871089874	1.1279501968553	1.1279501968553	0.608042538102823	0.50693134608394	1.1279501968553	0.421969255345604	0.0229379605044458	0.50693134608394	0.7354396795778	1.1279501968553	0.0229379605044458	1.1279501968553	1.1279501968553
loc_57	1.1279501968553	1.1279501968553	1.1279501968553	1.1279501968553	1.1279501968553	1.1279501968553	1.1279501968553	1.1279501968553	0.0229379605044458	1.1279501968553	0.7354396795778	1.20044056251467	1.22523434760019	0.608042538102823	0.00349745668275784	0.50693134608394	0.0229379605044458	1.20044056251467	1.1279501968553	1.1279501968553	0.608042538102823	0.50693134608394	1.1279501968553	0.421969255345604	0.0229379605044458	0.50693134608394	0.7354396795778	1.1279501968553	0.0229379605044458	1.1279501968553	1.1279501968553
loc_58	0.608042538102823	0.608042538102823	0.608042538102823	0.608042538102823	0.608042538102823	0.608042538102823	0.608042538102823	0.608042538102823	0.0229379605044458	0.608042538102823	0.608042538102823	0.608042538102823	0.608042538102823	0.676362178474637	0.00349745668275784	0.50693134608394	0.0229379605044458	0.608042538102823	0.608042538102823	0.608042538102823	0.643487145949767	0.50693134608394	0.608042538102823	0.421969255345604	0.0229379605044458	0.50693134608394	0.608042538102823	0.608042538102823	0.0229379605044458	0.608042538102823	0.608042538102823
loc_59	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00626658783553205	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784	0.00349745668275784
loc_60	0.50693134608394	0.50693134608394	0.50693134608394	0.50693134608394	0.50693134608394	0.50693134608394	0.50693134608394	0.50693134608394	0.0229379605044458	0.50693134608394	0.50693134608394	0.50693134608394	0.50693134608394	0.50693134608394	0.00349745668275784	0.606888128147116	0.0229379605044458	0.50693134608394	0.50693134608394	0.50693134608394	0.50693134608394	0.533315779455753	0.50693134608394	0.421969255345604	0.0229379605044458	0.568848852686134	0.50693134608394	0.50693134608394	0.0229379605044458	0.50693134608394	0.50693134608394
