Row	loc_1	loc_2	loc_3	loc_4	loc_5	loc_6	loc_7	loc_8	loc_9	loc_10	loc_11	loc_12	loc_13	loc_14	loc_15	loc_16	loc_17	loc_18	loc_19	loc_20	loc_21	loc_22	loc_23	loc_24	loc_25	loc_26	loc_27	loc_28	loc_29	loc_30	loc_31	loc_32	loc_33	loc_34	loc_35	loc_36	loc_37	loc_38	loc_39	loc_40	loc_41	loc_42	loc_43	loc_52	loc_85	loc_86	loc_127	loc_128	loc_129	loc_130	loc_162	loc_163	loc_164	loc_165	loc_166	loc_170	loc_188	loc_190	loc_194	loc_220	loc_221	loc_246	loc_247	loc_248	loc_249	loc_250	loc_252	loc_253	loc_254
loc_17	0.00133199534761694	0.179151887688525	0.179151887688525	0.179151887688525	0.179151887688525	0.179151887688525	0.00133199534761694	0.179151887688525	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.179151887688525	0.179151887688525	0.179151887688525	0.179151887688525	0.179151887688525	0.84599270219566	0.179151887688525	0.179151887688525	0.179151887688525	0.179151887688525	0.179151887688525	0.179151887688525	0.00133199534761694	0.179151887688525	0.00133199534761694	0.179151887688525	0.00493657772692555	0.179151887688525	0.179151887688525	0.179151887688525	0.179151887688525	0.179151887688525	0.179151887688525	0.486805294657062	0.179151887688525	0.00133199534761694	0.000745411967616617	0.179151887688525	0.179151887688525	0.179151887688525	0.179151887688525	0.179151887688525	0.00493657772692555	0.000745411967616617	0.00493657772692555	0.000745411967616617	0.000745411967616617	0.00133199534761694	0.00133199534761694	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.179151887688525	0.000745411967616617	0.179151887688525	0.000745411967616617	0.179151887688525	0.179151887688525	0.00493657772692555	0.00493657772692555	0.179151887688525	0.00493657772692555	0.00493657772692555	0.179151887688525	0.00493657772692555	0.00493657772692555
loc_18	0.00133199534761694	0.484136780404233	0.484136780404233	0.484136780404233	0.484136780404233	0.484136780404233	0.00133199534761694	0.484136780404233	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.484136780404233	0.484136780404233	0.51015798999842	0.51015798999842	0.51015798999842	0.179151887688525	1.03963977356009	0.484136780404233	0.484136780404233	0.484136780404233	0.484136780404233	0.484136780404233	0.00133199534761694	0.484136780404233	0.00133199534761694	0.484136780404233	0.00493657772692555	0.484136780404233	0.484136780404233	0.406006892567662	1.03812131728878	1.03812131728878	1.03812131728878	0.179151887688525	0.895667965388642	0.00133199534761694	0.000745411967616617	0.484136780404233	0.484136780404233	0.484136780404233	0.484136780404233	0.484136780404233	0.00493657772692555	0.000745411967616617	0.00493657772692555	0.000745411967616617	0.000745411967616617	0.00133199534761694	0.00133199534761694	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.484136780404233	0.000745411967616617	0.484136780404233	0.000745411967616617	0.539018855963488	0.539018855963488	0.00493657772692555	0.00493657772692555	0.484136780404233	0.00493657772692555	0.00493657772692555	0.484136780404233	0.00493657772692555	0.00493657772692555
loc_19	0.00133199534761694	0.999655409447862	0.999655409447862	1.10944550926337	1.10944550926337	1.51242795681562	0.00133199534761694	1.10944550926337	0.00133199534761694	0.00133199534761694	0.00133199534761694	1.10944550926337	1.85149460028392	0.484136780404233	0.484136780404233	0.484136780404233	0.179151887688525	0.484136780404233	2.02538424470502	1.10944550926337	1.10944550926337	1.10944550926337	1.10944550926337	0.00133199534761694	1.10944550926337	0.00133199534761694	1.10944550926337	0.00493657772692555	1.54354318223462	1.10944550926337	0.406006892567662	0.484136780404233	0.484136780404233	0.484136780404233	0.179151887688525	0.484136780404233	0.00133199534761694	0.000745411967616617	1.54354318223462	1.10944550926337	0.999655409447862	0.933131659217947	0.794546262023153	0.00493657772692555	0.000745411967616617	0.00493657772692555	0.000745411967616617	0.000745411967616617	0.00133199534761694	0.00133199534761694	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.000745411967616617	1.10944550926337	0.000745411967616617	1.10944550926337	0.000745411967616617	0.484136780404233	0.484136780404233	0.00493657772692555	0.00493657772692555	1.54354318223462	0.00493657772692555	0.00493657772692555	1.54354318223462	0.00493657772692555	0.00493657772692555
loc_20	0.00133199534761694	0.999655409447862	0.999655409447862	1.54821351613111	1.58848537917847	1.10944550926337	0.00133199534761694	1.13109033352104	0.00133199534761694	0.00133199534761694	0.00133199534761694	2.04496600261585	1.10944550926337	0.484136780404233	0.484136780404233	0.484136780404233	0.179151887688525	0.484136780404233	1.10944550926337	2.05407899186233	2.05203227942548	1.54821351613111	1.54821351613111	0.00133199534761694	1.90086805835807	0.00133199534761694	1.51213286044189	0.00493657772692555	1.10944550926337	1.211051909964	0.406006892567662	0.484136780404233	0.484136780404233	0.484136780404233	0.179151887688525	0.484136780404233	0.00133199534761694	0.000745411967616617	1.10944550926337	2.05249887864573	0.999655409447862	0.933131659217947	0.794546262023153	0.00493657772692555	0.000745411967616617	0.00493657772692555	0.000745411967616617	0.000745411967616617	0.00133199534761694	0.00133199534761694	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.000745411967616617	1.54821351613111	0.000745411967616617	1.54821351613111	0.000745411967616617	0.484136780404233	0.484136780404233	0.00493657772692555	0.00493657772692555	1.10944550926337	0.00493657772692555	0.00493657772692555	1.10944550926337	0.00493657772692555	0.00493657772692555
loc_21	0.00133199534761694	0.999655409447862	0.999655409447862	1.54821351613111	1.58848537917847	1.10944550926337	0.00133199534761694	1.13109033352104	0.00133199534761694	0.00133199534761694	0.00133199534761694	2.04496600261585	1.10944550926337	0.484136780404233	0.484136780404233	0.484136780404233	0.179151887688525	0.484136780404233	1.10944550926337	2.05203227942548	2.0546237065699	1.54821351613111	1.54821351613111	0.00133199534761694	1.90086805835807	0.00133199534761694	1.51213286044189	0.00493657772692555	1.10944550926337	1.211051909964	0.406006892567662	0.484136780404233	0.484136780404233	0.484136780404233	0.179151887688525	0.484136780404233	0.00133199534761694	0.000745411967616617	1.10944550926337	2.05203227942548	0.999655409447862	0.933131659217947	0.794546262023153	0.00493657772692555	0.000745411967616617	0.00493657772692555	0.000745411967616617	0.000745411967616617	0.00133199534761694	0.00133199534761694	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.000745411967616617	1.54821351613111	0.000745411967616617	1.54821351613111	0.000745411967616617	0.484136780404233	0.484136780404233	0.00493657772692555	0.00493657772692555	1.10944550926337	0.00493657772692555	0.00493657772692555	1.10944550926337	0.00493657772692555	0.00493657772692555
loc_22	0.00133199534761694	0.999655409447862	0.999655409447862	1.63530810819136	1.54821351613111	1.10944550926337	0.00133199534761694	1.13109033352104	0.00133199534761694	0.00133199534761694	0.00133199534761694	1.54821351613111	1.10944550926337	0.484136780404233	0.484136780404233	0.484136780404233	0.179151887688525	0.484136780404233	1.10944550926337	1.54821351613111	1.54821351613111	2.02885973758254	1.63043085692527	0.00133199534761694	1.54821351613111	0.00133199534761694	1.51213286044189	0.00493657772692555	1.10944550926337	1.211051909964	0.406006892567662	0.484136780404233	0.484136780404233	0.484136780404233	0.179151887688525	0.484136780404233	0.00133199534761694	0.000745411967616617	1.10944550926337	1.54821351613111	0.999655409447862	0.933131659217947	0.794546262023153	0.00493657772692555	0.000745411967616617	0.00493657772692555	0.000745411967616617	0.000745411967616617	0.00133199534761694	0.00133199534761694	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.000745411967616617	1.67151099595915	0.000745411967616617	1.63043085692527	0.000745411967616617	0.484136780404233	0.484136780404233	0.00493657772692555	0.00493657772692555	1.10944550926337	0.00493657772692555	0.00493657772692555	1.10944550926337	0.00493657772692555	0.00493657772692555
loc_23	0.00133199534761694	0.999655409447862	0.999655409447862	1.63043085692527	1.54821351613111	1.10944550926337	0.00133199534761694	1.13109033352104	0.00133199534761694	0.00133199534761694	0.00133199534761694	1.54821351613111	1.10944550926337	0.484136780404233	0.484136780404233	0.484136780404233	0.179151887688525	0.484136780404233	1.10944550926337	1.54821351613111	1.54821351613111	1.63043085692527	1.85394237642109	0.00133199534761694	1.54821351613111	0.00133199534761694	1.51213286044189	0.00493657772692555	1.10944550926337	1.211051909964	0.406006892567662	0.484136780404233	0.484136780404233	0.484136780404233	0.179151887688525	0.484136780404233	0.00133199534761694	0.000745411967616617	1.10944550926337	1.54821351613111	0.999655409447862	0.933131659217947	0.794546262023153	0.00493657772692555	0.000745411967616617	0.00493657772692555	0.000745411967616617	0.000745411967616617	0.00133199534761694	0.00133199534761694	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.000745411967616617	1.63043085692527	0.000745411967616617	1.69272999842699	0.000745411967616617	0.484136780404233	0.484136780404233	0.00493657772692555	0.00493657772692555	1.10944550926337	0.00493657772692555	0.00493657772692555	1.10944550926337	0.00493657772692555	0.00493657772692555
loc_24	0.00308428877579481	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.249224535882479	0.00133199534761694	0.00308428877579481	0.7628198738095	0.7628198738095	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	1.57811099244712	0.00133199534761694	0.00308428877579481	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.343386428456893	0.000745411967616617	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.000745411967616617	0.00133199534761694	0.000745411967616617	0.000745411967616617	0.00308428877579481	0.00308428877579481	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.00133199534761694	0.000745411967616617	0.00133199534761694	0.000745411967616617	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694
loc_25	0.00133199534761694	0.999655409447862	0.999655409447862	1.54821351613111	1.58848537917847	1.10944550926337	0.00133199534761694	1.13109033352104	0.00133199534761694	0.00133199534761694	0.00133199534761694	1.90086805835807	1.10944550926337	0.484136780404233	0.484136780404233	0.484136780404233	0.179151887688525	0.484136780404233	1.10944550926337	1.90086805835807	1.90086805835807	1.54821351613111	1.54821351613111	0.00133199534761694	1.99985786781702	0.00133199534761694	1.51213286044189	0.00493657772692555	1.10944550926337	1.211051909964	0.406006892567662	0.484136780404233	0.484136780404233	0.484136780404233	0.179151887688525	0.484136780404233	0.00133199534761694	0.000745411967616617	1.10944550926337	1.90086805835807	0.999655409447862	0.933131659217947	0.794546262023153	0.00493657772692555	0.000745411967616617	0.00493657772692555	0.000745411967616617	0.000745411967616617	0.00133199534761694	0.00133199534761694	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.000745411967616617	1.54821351613111	0.000745411967616617	1.54821351613111	0.000745411967616617	0.484136780404233	0.484136780404233	0.00493657772692555	0.00493657772692555	1.10944550926337	0.00493657772692555	0.00493657772692555	1.10944550926337	0.00493657772692555	0.00493657772692555
loc_26	0.0436813472439893	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00308428877579481	0.00133199534761694	0.0436813472439893	0.00308428877579481	0.00308428877579481	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00308428877579481	0.00133199534761694	0.500298702679159	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00308428877579481	0.000745411967616617	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.000745411967616617	0.00133199534761694	0.000745411967616617	0.000745411967616617	0.0126084029316865	0.0436813472439893	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.000745411967616617	0.00133199534761694	0.000745411967616617	0.00133199534761694	0.000745411967616617	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694	0.00133199534761694
