Row	loc_81	loc_158	loc_159	loc_160	loc_161	loc_167	loc_168	loc_169	loc_171	loc_172	loc_173	loc_174	loc_175	loc_176	loc_177	loc_178	loc_179	loc_180	loc_181	loc_182	loc_183	loc_184	loc_185	loc_186	loc_187	loc_189	loc_191	loc_192	loc_210	loc_211	loc_212	loc_213	loc_214	loc_222	loc_223
loc_81	1.06909371495748	0.239516473476843	0.00334688339618973	0.313293998403592	0.564526998298655	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.593036719435244	0.883989638326994	1.03117447458478	1.03117447458478	1.04616343299744	0.757994439814502	0.757994439814502	0.65830013303748	0.564526998298655	0.65830013303748	0.719816137305934	0.731752798604905	0.593036719435244	0.539803740074889	0.539803740074889	0.593036719435244	0.593036719435244	0.889909312461717	0.118877906119563	0.118877906119563	1.03117447458478	1.03117447458478	1.03117447458478	1.03117447458478	1.03117447458478	0.118877906119563	1.03117447458478
loc_158	0.239516473476843	0.36257899688797	0.00334688339618973	0.239516473476843	0.239516473476843	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.239516473476843	0.239516473476843	0.239516473476843	0.239516473476843	0.239516473476843	0.239516473476843	0.239516473476843	0.239516473476843	0.239516473476843	0.239516473476843	0.239516473476843	0.239516473476843	0.239516473476843	0.239516473476843	0.239516473476843	0.239516473476843	0.239516473476843	0.239516473476843	0.118877906119563	0.118877906119563	0.239516473476843	0.239516473476843	0.239516473476843	0.239516473476843	0.239516473476843	0.118877906119563	0.239516473476843
loc_159	0.00334688339618973	0.00334688339618973	0.00610386833650668	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973	0.00334688339618973
loc_160	0.313293998403592	0.239516473476843	0.00334688339618973	0.442856763788201	0.313293998403592	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.313293998403592	0.313293998403592	0.313293998403592	0.313293998403592	0.313293998403592	0.313293998403592	0.313293998403592	0.313293998403592	0.313293998403592	0.313293998403592	0.313293998403592	0.313293998403592	0.313293998403592	0.313293998403592	0.313293998403592	0.313293998403592	0.313293998403592	0.313293998403592	0.118877906119563	0.118877906119563	0.313293998403592	0.313293998403592	0.313293998403592	0.313293998403592	0.313293998403592	0.118877906119563	0.313293998403592
loc_161	0.564526998298655	0.239516473476843	0.00334688339618973	0.313293998403592	0.739900224265935	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.564526998298655	0.564526998298655	0.564526998298655	0.564526998298655	0.564526998298655	0.564526998298655	0.564526998298655	0.564526998298655	0.663055879817083	0.564526998298655	0.564526998298655	0.564526998298655	0.564526998298655	0.539803740074889	0.539803740074889	0.564526998298655	0.564526998298655	0.564526998298655	0.118877906119563	0.118877906119563	0.564526998298655	0.564526998298655	0.564526998298655	0.564526998298655	0.564526998298655	0.118877906119563	0.564526998298655
loc_167	0.0373555601831327	0.0373555601831327	0.00334688339618973	0.0373555601831327	0.0373555601831327	1.37791564282121	0.442087206820758	0.442087206820758	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327
loc_168	0.0373555601831327	0.0373555601831327	0.00334688339618973	0.0373555601831327	0.0373555601831327	0.442087206820758	0.682605299865788	0.682118695320705	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327
loc_169	0.0373555601831327	0.0373555601831327	0.00334688339618973	0.0373555601831327	0.0373555601831327	0.442087206820758	0.682118695320705	0.692770029295772	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.0373555601831327
loc_171	0.593036719435244	0.239516473476843	0.00334688339618973	0.313293998403592	0.564526998298655	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.667240263561917	0.593036719435244	0.593036719435244	0.593036719435244	0.593036719435244	0.593036719435244	0.593036719435244	0.593036719435244	0.564526998298655	0.593036719435244	0.593036719435244	0.593036719435244	0.647387322807794	0.539803740074889	0.539803740074889	0.647387322807794	0.647387322807794	0.593036719435244	0.118877906119563	0.118877906119563	0.593036719435244	0.593036719435244	0.593036719435244	0.593036719435244	0.593036719435244	0.118877906119563	0.593036719435244
loc_172	0.883989638326994	0.239516473476843	0.00334688339618973	0.313293998403592	0.564526998298655	0.0373555601831327	0.0373555601831327	0.0373555601831327	0.593036719435244	0.926352506881554	0.883989638326994	0.883989638326994	0.883989638326994	0.757994439814502	0.757994439814502	0.65830013303748	0.564526998298655	0.65830013303748	0.719816137305934	0.731752798604905	0.593036719435244	0.539803740074889	0.539803740074889	0.593036719435244	0.593036719435244	0.883989638326994	0.118877906119563	0.118877906119563	0.883989638326994	0.883989638326994	0.883989638326994	0.883989638326994	0.883989638326994	0.118877906119563	0.883989638326994
